term	reading	frequency	kana_frequency
シカレバ	シカレバ	272782	
反回神経まひ	はんかいしんけいまひ	272783	
エンダイ	エンダイ	272784	
かりまくら	かりまくら	272786	
近衞文麿	このえふみまろ	272787	
カラッファ	カラッファ	272789	
ざんげき	ざんげき	272790	
コミミ	コミミ	272791	
さらえる	さらえる	272793	
ローダミン	ローダミン	272794	
糜爛性ガス	びらんせいガス	272795	
整流板	せいりゅうばん	272797	
しつつ行う	しつつおこなう	272798	
おばすて山	おばすてやま	272800	229272
けむりにまく	けむりにまく	272801	
穿孔カード	せんこうカード	272803	
時は金也	ときはかねなり	272804	
おとうとぶん	おとうとぶん	272806	
しめくくり	しめくくり	272807	
サンビカ	サンビカ	272809	
へいほうこん	へいほうこん	272810	
英和対訳袖珍辞書	えいわたいやくしゅうちんじしょ	272812	
タマシギ	タマシギ	272814	
蜂窩	ほうか	272815	
とをあける	とをあける	272817	
あんりょく	あんりょく	272818	
ツメエリ	ツメエリ	272820	
はやりことば	はやりことば	272821	
かんしょく	かんしょく	272823	
らじょ	らじょ	272824	
セミダブル・ベッド	セミダブル・ベッド	272826	
共同浴	きょうどうよく	272828	
タカネナナカマド	タカネナナカマド	272829	
かがくはんのう	かがくはんのう	272831	
ドクシンリョウ	ドクシンリョウ	272832	
チンボツ	チンボツ	272834	
アイオーティー	アイオーティー	272835	
しんぼっち	しんぼっち	272837	
満遍無く	まんべんなく	272839	30588
ウェンドリング	ウェンドリング	272840	
リョダン	リョダン	272842	
酒食らい	さけくらい	272843	
サキホド	サキホド	272845	
リラキシン	リラキシン	272846	
うんし	うんし	272848	
フタツナ	フタツナ	272849	
ペトロス	ペトロス	272851	
こめみせ	こめみせ	272853	
ヨブき	ヨブき	272854	
罹災証明書	りさいしょうめいしょ	272856	
パーコレータ	パーコレータ	272857	
ロックウェル硬度	ロックウェルこうど	272859	
なまやさい	なまやさい	272860	
マドナ	マドナ	272862	
ろくすっぽう	ろくすっぽう	272864	
正力	しょうりき	272865	
焼色	やきいろ	272867	
オヨビゴシ	オヨビゴシ	272868	
ランペドゥーサ	ランペドゥーサ	272870	
たべつける	たべつける	272871	
夫婦きどり	ふうふきどり	272873	
かいそうしゃ	かいそうしゃ	272874	
いっしまとわぬ	いっしまとわぬ	272876	
エムエムオー	エムエムオー	272878	
お問い合わせ番号	おといあわせばんごう	272879	
風露草	ふうろそう	272881	
論理レベル	ろんりレベル	272882	
レンズ付きフィルム	レンズつきフィルム	272884	
クリティカル・パス	クリティカル・パス	272885	
盲人が盲人を導く	もうじんがもうじんをみちびく	272887	
ウマなみ	ウマなみ	272889	
もっけい	もっけい	272890	
寡男	やもお	272892	
倶舎宗	くしゃしゅう	272893	
いどほり	いどほり	272895	
相反性	そうはんせい	272896	
タイハイ	タイハイ	272898	
スプリット・タイム	スプリット・タイム	272899	
よきせぬ	よきせぬ	272901	
ヌレ	ヌレ	272902	
とうりゅうきゃく	とうりゅうきゃく	272904	
八進法	はっしんほう	272905	
コンテント	コンテント	272906	
ふうりゅういんじ	ふうりゅういんじ	272907	
齶	あご	272909	9143
ドウミャク	ドウミャク	272910	
きんしゃち	きんしゃち	272911	
ゲッサン	ゲッサン	272913	
しょくむじょう	しょくむじょう	272914	
しゅうほ	しゅうほ	272915	
嘉年	よしとし	272917	
ショウチュウ	ショウチュウ	272918	
アシユ	アシユ	272919	
鶴岡駅	つるおかえき	272920	
役員賞与	やくいんしょうよ	272922	
閑語	かんご	272923	
こけい	こけい	272924	
けりころす	けりころす	272926	
左翼党	さよくとう	272927	
コーンフラワー	コーンフラワー	272928	
弾圧政治	だんあつせいじ	272930	
売高	うりだか	272931	
カッレ	カッレ	272932	
色分解	いろぶんかい	272933	
ホイールマウス	ホイールマウス	272935	
ソローミン	ソローミン	272936	
アスファルト・ジャングル	アスファルト・ジャングル	272937	
崇道天皇	すどうてんのう	272939	
かしいえ	かしいえ	272940	
さんまや	さんまや	272941	
ケンモウ	ケンモウ	272943	
ブドウ糖果糖液糖	ぶどうとうかとうえきとう	272944	
六角星	ろっかくせい	272945	
三等海佐	さんとうかいさ	272946	
えかんばん	えかんばん	272948	
堀切駅	ほりきりえき	272949	
ゆうひょう	ゆうひょう	272950	
鳴釜	なるかま	272952	
物事の明るい面を見る	ものごとのあかるいめんをみる	272953	
スイミング・トランクス	スイミング・トランクス	272954	
くろうめもどき	くろうめもどき	272956	
本場風	ほんばふう	272957	
剛情張	ごうじょうっぱり	272958	
けいこごと	けいこごと	272959	
ひなぶり	ひなぶり	272961	
ちどうせつ	ちどうせつ	272962	
かりじ	かりじ	272963	
ミチロウ	ミチロウ	272965	
隠処	かくれが	272966	279650
シテン	シテン	272967	
ストラスバーグ	ストラスバーグ	272969	
インディアカ	インディアカ	272970	
ちゅうじえん	ちゅうじえん	272971	
青軸	あおじく	272972	287063
黄壌	こうじょう	272974	
イチドモ	イチドモ	272975	
イエロー・ゾーン	イエロー・ゾーン	272976	
バイシャ	バイシャ	272978	
シゾク	シゾク	272979	
弱拍	じゃくはく	272980	
メールアド	メールアド	272982	
白衛軍	はくえいぐん	272983	
三大洋	さんたいよう	272984	
目腐れ	めくされ	272985	
科学技術部	かがくぎじゅつぶ	272987	
イメージパース	イメージパース	272988	
メンタルタフネス	メンタルタフネス	272989	
ホウカゴ	ホウカゴ	272991	
サンニン	サンニン	272992	
へんじょうなんし	へんじょうなんし	272993	
エンゲイジ	エンゲイジ	272995	
トルプ	トルプ	272996	
スパゲッティーナポリタン	スパゲッティーナポリタン	272997	
もとサヤ	もとサヤ	272998	
セキウン	セキウン	273000	
カップス	カップス	273001	
トルストイアン	トルストイアン	273002	
現時代	げんじだい	273004	
ブッチャケ	ブッチャケ	273005	
えんぎがわるい	えんぎがわるい	273007	
セイリョクザイ	セイリョクザイ	273008	
ワイヤ・ロープ	ワイヤ・ロープ	273009	
まいおさめる	まいおさめる	273011	
蛍光インキ	けいこうインキ	273012	
蟹しゃぶ	かにしゃぶ	273014	239958
随伴現象説	ずいはんげんしょうせつ	273015	
ちきゅうおんだんか	ちきゅうおんだんか	273016	
イツシカ	イツシカ	273018	
メインメモリー	メインメモリー	273019	
さんごくし	さんごくし	273021	
ウドンコ病	ウドンコびょう	273022	
咽から手が出る	のどからてがでる	273024	
シンチレータ	シンチレータ	273025	
デュプレックス	デュプレックス	273026	
シュラニ	シュラニ	273028	
形質細胞	けいしつさいぼう	273029	
ユニブラン	ユニブラン	273031	
カロク	カロク	273032	
ふなごや	ふなごや	273033	
ぐちばなし	ぐちばなし	273035	
ヨーロッパアカマツ	ヨーロッパアカマツ	273036	
こっくしょうじん	こっくしょうじん	273038	
品詞分類	ひんしぶんるい	273039	
タイムシェア	タイムシェア	273040	
横行跋扈	おうこうばっこ	273042	
きくばたけ	きくばたけ	273043	
キョウゾウ	キョウゾウ	273045	
対角化	たいかくか	273046	
御笑納	ごしょうのう	273047	
スーラト	スーラト	273049	
ゴウギ	ゴウギ	273050	
げんのしょうこ	げんのしょうこ	273052	
おかもち	おかもち	273053	
こうしんまち	こうしんまち	273055	
経企庁	けいきちょう	273056	
パスピエ	パスピエ	273057	
公庭	こうてい	273059	
ルニン	ルニン	273060	
しりぬく	しりぬく	273062	
薩南諸島	さつなんしょとう	273063	
受け易い	うけやすい	273064	
火炎太鼓	かえんだいこ	273066	
俊賢	しゅんけん	273067	
端株	はかぶ	273069	
迪雄	みちお	273070	
火焰太鼓	かえんだいこ	273071	
人文史	じんぶんし	273073	
ゲルー	ゲルー	273074	
イヤキ	イヤキ	273076	
タンドン	タンドン	273077	
サマリナ	サマリナ	273078	
放射線帯	ほうしゃせんたい	273080	
佐岐	さき	273081	
センシュボウエイ	センシュボウエイ	273083	
あいのむち	あいのむち	273084	
ドオジ	ドオジ	273086	
イラシュコ	イラシュコ	273087	
農期	のうき	273088	
ナムギャル	ナムギャル	273090	
さんかくきん	さんかくきん	273091	
ハリコ	ハリコ	273093	
同族会	どうぞくかい	273094	
眞生	まお	273095	
定言的命法	ていげんてきめいほう	273097	
しぜんのめぐみ	しぜんのめぐみ	273098	
こうばいぶ	こうばいぶ	273100	
かんしゅく	かんしゅく	273101	
おしえみちびく	おしえみちびく	273102	
サカムケ	サカムケ	273104	
りりく	りりく	273105	
紘之	こうし	273107	
ニモトヅキ	ニモトヅキ	273108	
まねきねこ	まねきねこ	273109	
まんよう	まんよう	273111	
人時	にんじ	273112	
非経口栄養	ひけいこうえいよう	273114	
バヤンホンゴル	バヤンホンゴル	273115	
鼻詰り	はなづまり	273116	
一木喜徳郎	いちききとくろう	273118	
ガジャガジャ	ガジャガジャ	273119	
硫黄華	いおうか	273121	
暗れる	くれる	273122	66301
諏訪盆地	すわぼんち	273124	
ジエイカン	ジエイカン	273125	
マセル	マセル	273126	
小麦グルテン	こむぎグルテン	273128	
成下がる	なりさがる	273129	70278
仮符号	かりふごう	273131	
腹八分目に医者要らず	はらはちぶんめにいしゃいらず	273132	
月天子	がってんし	273133	
スゴワザ	スゴワザ	273135	
ロートマン	ロートマン	273136	
有情無情	うじょうむじょう	273138	
在院日数	ざいいんにっすう	273139	
モンタルバーノ	モンタルバーノ	273140	
くんづほぐれつ	くんづほぐれつ	273142	
シュレーター	シュレーター	273143	
クワリ	クワリ	273145	
ショウモン	ショウモン	273146	
アトラクティブ	アトラクティブ	273147	
江戸切り子	えどきりこ	273149	
豪爽	ごうそう	273150	
存義	そんぎ	273152	
ミチイ	ミチイ	273153	
こはるび	こはるび	273155	
久良木	きゅうらぎ	273156	
トウキョウオリンピック	トウキョウオリンピック	273157	
セーガル	セーガル	273159	
ナラケン	ナラケン	273160	
トライプ	トライプ	273162	
メモリアル・ホール	メモリアル・ホール	273163	
モグラタタキ	モグラタタキ	273164	
ちゅうら	ちゅうら	273166	
五音音階	ごおんおんかい	273167	
相互会社	そうごがいしゃ	273169	
人的証拠	じんてきしょうこ	273170	
其れ自身	それじしん	273171	
ヨクバリ	ヨクバリ	273173	
かみにゅう	かみにゅう	273174	
効果の法則	こうかのほうそく	273176	
刷師	すりし	273177	
紡織業	ぼうしょくぎょう	273178	
かいそく	かいそく	273180	
そうのこと	そうのこと	273181	
とけんか	とけんか	273183	
研修医制度	けんしゅういせいど	273184	
ハタシテ	ハタシテ	273186	
縷縷綿綿	るるめんめん	273187	280813
為納め	しおさめ	273188	
アガディール	アガディール	273190	
亜墨利加	アメリカ	273191	2736
迅鷹	としたか	273193	
カンプク	カンプク	273194	
富貴栄華	ふうきえいが	273195	
ホショクシャ	ホショクシャ	273197	
バヌアツ共和国	バヌアツきょうわこく	273198	
化学発光	かがくはっこう	273200	
ズブヌレ	ズブヌレ	273201	
オノオノガタ	オノオノガタ	273202	
ガサン	ガサン	273204	
擦痕	さっこん	273205	
綱常	こうじょう	273206	
蒸し飯	むしめし	273207	
カギャクセイ	カギャクセイ	273209	
ドルイ	ドルイ	273210	
ろうしぐん	ろうしぐん	273211	
タジク語	タジクご	273213	
渡辺康幸	わたなべやすゆき	273214	
ちゅうしゅこつ	ちゅうしゅこつ	273215	
鍬入れ式	くわいれしき	273217	
人境	じんきょう	273218	
丸がかえ	まるがかえ	273219	
くさずもう	くさずもう	273220	
腕づく	うでづく	273222	292163
刈り入れ人	かりいれびと	273223	
おとなじみる	おとなじみる	273224	
老人性白内障	ろうじんせいはくないしょう	273226	
チカゴロ	チカゴロ	273227	
